TatGAP19,Scrambled
0.677580212,1.310896736
0.545673641,1.215402347
0.75039587,0.835111331
0.737634623,0.713413492
0.470658551,0.925176094
0.830414243,0.88851753
0.767840621,0.919579089
0.689372732,0.927979504
0.66502125,1.550828241
0.775326477,1.050678332
0.572243343,1.011799891
0.611143102,1.221573555
0.317282626,1.027261172
0.916736845,0.852378401
0.726566184,0.976069224
0.558064759,0.859313871
0.656122124,1.012198584
0.656122124,1.10451508
0.747591217,0.946690113
0.760925903,
